"","gene.name.list"
"4293","CG9864"
"4294","CG9875"
"4295","CG9877"
"4296","CG9886"
"4297","CG9890"
"4298","CG9902"
"4299","CG9911"
"4300","CG9914"
"4301","CG9915"
"4302","CG9917"
"4303","CG9919"
"4304","CG9921"
"4305","CG9922"
"4306","CG9925"
"4307","CG9934"
"4308","CG9935"
"4309","CG9940"
"4310","CG9941"
"4311","CG9945"
"4312","CG9947"
"4313","CG9948"
"4314","CG9951"
"4315","CG9953"
"4316","CG9961"
"4317","CG9967"
"4318","CG9977"
"4319","CG9986"
"4320","CG9987"
"4321","CG9988"
"4322","CG9992"
"4323","CG9996"
"4324","chas"
"4325","chb"
"4326","Chc"
"4327","Chd1"
"4328","Chd3"
"4329","Chd64"
"4330","Che-13"
"4331","CheA84a"
"4332","CheB38c"
"4333","CheB53b"
"4334","cher"
"4335","CHES-1-like"
"4336","Chi"
"4337","chic"
"4338","chico"
"4339","chif"
"4340","chinmo"
"4341","CHIP"
"4342","chm"
"4343","Chmp1"
"4344","CHMP2B"
"4345","chn"
"4346","CHOp24"
"4347","CHORD"
"4348","chp"
"4349","Chrac-14"
"4350","Chrac-16"
"4351","chrb"
"4352","Chro"
"4353","Cht11"
"4354","Cht2"
"4355","Cht3"
"4356","Cht5"
"4357","Cht6"
"4358","Cht8"
"4359","ci"
"4360","Ciao1"
"4361","CIAPIN1"
"4362","cib"
"4363","Cib2"
"4364","cic"
"4365","cid"
"4366","cin"
"4367","cindr"
"4368","Cip4"
"4369","Cirl"
"4370","Cisd2"
"4371","ck"
"4372","Cka"
"4373","CkIalpha"
"4374","CkIIalpha"
"4375","CkIIalpha-i1"
"4376","CkIIalpha-i3"
"4377","CkIIbeta"
"4378","ckn"
"4379","Cks30A"
"4380","Cks85A"
"4381","cl"
"4382","Clamp"
"4383","Claspin"
"4384","Clbn"
"4385","Clc"
"4386","ClC-a"
"4387","ClC-b"
"4388","ClC-c"
"4389","Clic"
"4390","CLIP-190"
"4391","Clk"
"4392","clos"
"4393","Clp"
"4394","CLS"
"4395","clt"
"4396","clu"
"4397","cm"
"4398","cmet"
"4399","cmpy"
"4400","Cnb"
"4401","cnc"
"4402","Cngl"
"4403","cni"
"4404","cN-IIIB"
"4405","cnir"
"4406","cnk"
"4407","cnn"
"4408","cno"
"4409","Cnot4"
"4410","CNT1"
"4411","Cnx14D"
"4412","Cnx99A"
"4413","Cog3"
"4414","Cog7"
"4415","coil"
"4416","CoIV"
"4417","cold"
"4418","colt"
"4419","comm"
"4420","comm2"
"4421","comr"
"4422","comt"
"4423","Con"
"4424","Cont"
"4425","conu"
"4426","conv"
"4427","Coop"
"4428","Coprox"
"4429","Coq2"
"4430","COQ7"
"4431","cora"
"4432","CoRest"
"4433","Corin"
"4434","corn"
"4435","coro"
"4436","Corp"
"4437","cort"
"4438","Cortactin"
"4439","corto"
"4440","cos"
"4441","CoVa"
"4442","CoVb"
"4443","CoVIb"
"4444","CoVIIc"
"4445","CoVIII"
"4446","Cp1"
"4447","Cp110"
"4448","Cp18"
"4449","Cp190"
"4450","cp309"
"4451","cpa"
"4452","cpb"
"4453","cpo"
"4454","Cpr"
"4455","Cpr35B"
"4456","Cpr47Eg"
"4457","Cpr51A"
"4458","Cpr56F"
"4459","Cpr60D"
"4460","Cpr66D"
"4461","Cpr67B"
"4462","Cpr72Ec"
"4463","Cpr73D"
"4464","Cpr78Cb"
"4465","Cpr78Cc"
"4466","Cpsf100"
"4467","Cpsf160"
"4468","Cpsf73"
"4469","cpx"
"4470","CR12628"
"4471","CR12842"
"4472","CR14033"
"4473","CR17025"
"4474","CR17438"
"4475","CR18166"
"4476","CR18217"
"4477","CR18228"
"4478","CR18275"
"4479","CR18854"
"4480","CR30009"
"4481","CR30055"
"4482","CR31032"
"4483","CR31044"
"4484","CR31144"
"4485","CR31386"
"4486","CR31429"
"4487","CR31451"
"4488","CR31514"
"4489","CR31781"
"4490","CR31912"
"4491","CR32009"
"4492","CR32011"
"4493","CR32027"
"4494","CR32111"
"4495","CR32205"
"4496","CR32207"
"4497","CR32218"
"4498","CR32252"
"4499","CR32385"
"4500","CR32582"
"4501","CR32657"
"4502","CR32661"
"4503","CR32745"
"4504","CR32773"
"4505","CR33218"
"4506","CR33221"
"4507","CR33255"
"4508","CR33315"
"4509","CR33963"
"4510","CR34052"
"4511","CR34335"
"4512","CR40190"
"4513","CR40341"
"4514","CR40354"
"4515","CR40461"
"4516","CR40469"
"4517","CR40629"
"4518","CR41257"
"4519","CR41440"
"4520","CR41443"
"4521","CR42254"
"4522","CR42490"
"4523","CR42491"
"4524","CR42547"
"4525","CR42549"
"4526","CR42646"
"4527","CR42651"
"4528","CR42721"
"4529","CR42746"
"4530","CR42767"
"4531","CR42839"
"4532","CR42842"
"4533","CR42848"
"4534","CR42861"
"4535","CR42862"
"4536","CR43051"
"4537","CR43086"
"4538","CR43130"
"4539","CR43144"
"4540","CR43148"
"4541","CR43159"
"4542","CR43212"
"4543","CR43240"
"4544","CR43241"
"4545","CR43242"
"4546","CR43252"
"4547","CR43256"
"4548","CR43257"
"4549","CR43258"
"4550","CR43264"
"4551","CR43275"
"4552","CR43278"
"4553","CR43279"
"4554","CR43281"
"4555","CR43282"
"4556","CR43283"
"4557","CR43287"
"4558","CR43302"
"4559","CR43309"
"4560","CR43314"
"4561","CR43334"
"4562","CR43356"
"4563","CR43361"
"4564","CR43423"
"4565","CR43425"
"4566","CR43429"
"4567","CR43431"
"4568","CR43432"
"4569","CR43435"
"4570","CR43436"
"4571","CR43460"
"4572","CR43461"
"4573","CR43463"
"4574","CR43466"
"4575","CR43467"
"4576","CR43468"
"4577","CR43470"
"4578","CR43471"
"4579","CR43480"
"4580","CR43493"
"4581","CR43496"
"4582","CR43606"
"4583","CR43609"
"4584","CR43617"
"4585","CR43626"
"4586","CR43628"
"4587","CR43629"
"4588","CR43639"
"4589","CR43640"
"4590","CR43650"
"4591","CR43651"
"4592","CR43653"
"4593","CR43656"
"4594","CR43670"
"4595","CR43685"
"4596","CR43704"
"4597","CR43716"
"4598","CR43723"
"4599","CR43724"
"4600","CR43727"
"4601","CR43730"
"4602","CR43734"
"4603","CR43751"
"4604","CR43765"
"4605","CR43767"
"4606","CR43786"
"4607","CR43812"
"4608","CR43818"
"4609","CR43830"
"4610","CR43836"
"4611","CR43837"
"4612","CR43838"
"4613","CR43849"
"4614","CR43864"
"4615","CR43866"
"4616","CR43870"
"4617","CR43875"
"4618","CR43877"
"4619","CR43887"
"4620","CR43889"
"4621","CR43890"
"4622","CR43900"
"4623","CR43903"
"4624","CR43906"
"4625","CR43907"
"4626","CR43929"
"4627","CR43933"
"4628","CR43941"
"4629","CR43943"
"4630","CR43944"
"4631","CR43949"
"4632","CR43956"
"4633","CR43957"
"4634","CR43961"
"4635","CR43962"
"4636","CR43963"
"4637","CR43967"
"4638","CR43971"
"4639","CR43972"
"4640","CR43973"
"4641","CR43975"
"4642","CR43989"
"4643","CR43995"
"4644","CR44003"
"4645","CR44017"
"4646","CR44018"
"4647","CR44020"
"4648","CR44021"
"4649","CR44024"
"4650","CR44029"
"4651","CR44030"
"4652","CR44031"
"4653","CR44042"
"4654","CR44043"
"4655","CR44045"
"4656","CR44046"
"4657","CR44053"
"4658","CR44054"
"4659","CR44060"
"4660","CR44064"
"4661","CR44065"
"4662","CR44067"
"4663","CR44078"
"4664","CR44080"
"4665","CR44082"
"4666","CR44084"
"4667","CR44092"
"4668","CR44093"
"4669","CR44095"
"4670","CR44103"
"4671","CR44114"
"4672","CR44119"
"4673","CR44124"
"4674","CR44126"
"4675","CR44134"
"4676","CR44147"
"4677","CR44155"
"4678","CR44160"
"4679","CR44161"
"4680","CR44168"
"4681","CR44170"
"4682","CR44175"
"4683","CR44179"
"4684","CR44201"
"4685","CR44209"
"4686","CR44218"
"4687","CR44221"
"4688","CR44222"
"4689","CR44265"
"4690","CR44266"
"4691","CR44268"
"4692","CR44275"
"4693","CR44276"
"4694","CR44291"
"4695","CR44294"
"4696","CR44299"
"4697","CR44316"
"4698","CR44317"
"4699","CR44321"
"4700","CR44330"
"4701","CR44331"
"4702","CR44351"
"4703","CR44353"
"4704","CR44366"
"4705","CR44367"
"4706","CR44368"
"4707","CR44370"
"4708","CR44381"
"4709","CR44382"
"4710","CR44383"
"4711","CR44390"
"4712","CR44414"
"4713","CR44417"
"4714","CR44431"
"4715","CR44440"
"4716","CR44457"
"4717","CR44458"
"4718","CR44463"
"4719","CR44478"
"4720","CR44504"
"4721","CR44517"
"4722","CR44529"
"4723","CR44531"
"4724","CR44550"
"4725","CR44556"
"4726","CR44560"
"4727","CR44564"
"4728","CR44594"
"4729","CR44599"
"4730","CR44608"
"4731","CR44612"
"4732","CR44619"
"4733","CR44620"
"4734","CR44633"
"4735","CR44652"
"4736","CR44662"
"4737","CR44676"
"4738","CR44677"
"4739","CR44680"
"4740","CR44683"
"4741","CR44690"
"4742","CR44691"
"4743","CR44712"
"4744","CR44713"
"4745","CR44716"
"4746","CR44717"
"4747","CR44718"
"4748","CR44723"
"4749","CR44724"
"4750","CR44725"
"4751","CR44727"
"4752","CR44732"
"4753","CR44749"
"4754","CR44766"
"4755","CR44779"
"4756","CR44793"
"4757","CR44806"
"4758","CR44807"
"4759","CR44814"
"4760","CR44816"
"4761","CR44843"
"4762","CR44845"
"4763","CR44866"
"4764","CR44873"
"4765","CR44885"
"4766","CR44886"
"4767","CR44894"
"4768","CR44897"
"4769","CR44899"
"4770","CR44906"
"4771","CR44910"
"4772","CR44917"
"4773","CR44918"
"4774","CR44919"
"4775","CR44920"
"4776","CR44922"
"4777","CR44930"
"4778","CR44931"
"4779","CR44932"
"4780","CR44933"
"4781","CR44945"
"4782","CR44953"
"4783","CR44957"
"4784","CR44959"
"4785","CR44960"
"4786","CR44964"
"4787","CR44966"
"4788","CR44968"
"4789","CR44974"
"4790","CR44977"
"4791","CR44982"
"4792","CR44984"
"4793","CR44985"
"4794","CR44987"
"4795","CR44989"
"4796","CR44991"
"4797","CR44993"
"4798","CR44994"
"4799","CR45000"
"4800","CR45004"
"4801","CR45007"
"4802","CR45009"
"4803","CR45018"
"4804","CR45028"
"4805","CR45030"
"4806","CR45036"
"4807","CR45042"
"4808","CR45044"
"4809","CR45082"
"4810","CR45102"
"4811","CR45111"
"4812","CR45124"
"4813","CR45126"
"4814","CR45132"
"4815","CR45135"
"4816","CR45136"
"4817","CR45137"
"4818","CR45138"
"4819","CR45139"
"4820","CR45141"
"4821","CR45142"
"4822","CR45143"
"4823","CR45145"
"4824","CR45147"
"4825","CR45151"
"4826","CR45152"
"4827","CR45153"
"4828","CR45160"
"4829","CR45164"
"4830","CR45168"
"4831","CR45169"
"4832","CR45171"
"4833","CR45174"
"4834","CR45175"
"4835","CR45177"
"4836","CR45179"
"4837","CR45180"
"4838","CR45181"
"4839","CR45182"
"4840","CR45185"
"4841","CR45187"
"4842","CR45189"
"4843","CR45196"
"4844","CR45200"
"4845","CR45209"
"4846","CR45212"
"4847","CR45214"
"4848","CR45217"
"4849","CR45223"
"4850","CR45224"
"4851","CR45225"
"4852","CR45226"
"4853","CR45232"
"4854","CR45233"
"4855","CR45258"
"4856","CR45264"
"4857","CR45266"
"4858","CR45270"
"4859","CR45275"
"4860","CR45276"
"4861","CR45298"
"4862","CR45305"
"4863","CR45321"
"4864","CR45327"
"4865","CR45350"
"4866","CR45359"
"4867","CR45360"
"4868","CR45361"
"4869","CR45362"
"4870","CR45366"
"4871","CR45367"
"4872","CR45388"
"4873","CR45396"
"4874","CR45405"
"4875","CR45409"
"4876","CR45425"
"4877","CR45444"
"4878","CR45449"
"4879","CR45458"
"4880","CR45466"
"4881","CR45468"
"4882","CR45472"
"4883","CR45473"
"4884","CR45474"
"4885","CR45479"
"4886","CR45481"
"4887","CR45485"
"4888","CR45501"
"4889","CR45502"
"4890","CR45518"
"4891","CR45528"
"4892","CR45530"
"4893","CR45549"
"4894","CR45558"
"4895","CR45559"
"4896","CR45564"
"4897","CR45566"
"4898","CR45577"
"4899","CR45593"
"4900","CR45600"
"4901","CR45604"
"4902","CR45610"
"4903","CR45612"
"4904","CR45620"
"4905","CR45629"
"4906","CR45631"
"4907","CR45645"
"4908","CR45668"
"4909","CR45673"
"4910","CR45683"
"4911","CR45686"
"4912","CR45693"
"4913","CR45699"
"4914","CR45700"
"4915","CR45713"
"4916","CR45714"
"4917","CR45715"
"4918","CR45716"
"4919","CR45732"
"4920","CR45738"
"4921","CR4575"
"4922","CR45755"
"4923","CR45778"
"4924","CR45789"
"4925","CR45793"
"4926","CR45798"
"4927","CR45800"
"4928","CR45804"
"4929","CR45806"
"4930","CR45808"
"4931","CR45813"
"4932","CR45815"
"4933","CR45825"
"4934","CR45831"
"4935","CR45865"
"4936","CR45871"
"4937","CR45873"
"4938","CR45874"
"4939","CR45885"
"4940","CR45886"
"4941","CR45889"
"4942","CR45891"
"4943","CR45895"
"4944","CR45897"
"4945","CR45899"
"4946","CR45900"
"4947","CR45908"
"4948","CR45911"
"4949","CR45912"
"4950","CR45916"
"4951","CR45917"
"4952","CR45923"
"4953","CR45925"
"4954","CR45926"
"4955","CR45928"
"4956","CR45929"
"4957","CR45943"
"4958","CR45944"
"4959","CR45962"
"4960","CR45965"
"4961","CR45968"
"4962","CR45970"
"4963","CR45973"
"4964","CR45974"
"4965","CR45978"
"4966","CR45979"
"4967","CR45985"
"4968","CR45993"
"4969","CR45994"
"4970","CR45998"
"4971","CR45999"
"4972","CR46002"
"4973","CR46003"
"4974","CR46004"
"4975","CR46005"
"4976","CR46006"
"4977","CR46020"
"4978","CR46028"
"4979","CR46029"
"4980","CR46032"
"4981","CR46040"
"4982","CR46044"
"4983","CR46055"
"4984","CR46056"
"4985","CR46064"
"4986","CR46070"
"4987","CR46071"
"4988","CR46075"
"4989","CR46077"
"4990","CR46081"
"4991","CR46089"
"4992","CR46093"
"4993","CR46095"
"4994","CR46096"
"4995","CR46097"
"4996","CR46104"
"4997","CR46107"
"4998","CR46109"
"4999","CR6900"
"5000","Crag"
"5001","Cralbp"
"5002","crb"
"5003","crc"
"5004","Crc"
"5005","CrebA"
"5006","CrebB"
"5007","CREG"
"5008","Crg-1"
"5009","crim"
"5010","Crk"
"5011","crm"
"5012","CRMP"
"5013","crn"
"5014","croc"
"5015","crok"
"5016","crol"
"5017","crp"
"5018","crq"
"5019","Crtc"
"5020","cry"
"5021","Crz"
"5022","CrzR"
"5023","Csat"
"5024","Csk"
"5025","Csl4"
"5026","CSN1b"
"5027","CSN3"
"5028","CSN4"
"5029","CSN5"
"5030","CSN6"
"5031","CSN7"
"5032","CSN8"
"5033","Csp"
"5034","CstF-50"
"5035","CstF-64"
"5036","csul"
"5037","csw"
"5038","ct"
"5039","cta"
"5040","CtBP"
"5041","CTCF"
"5042","Ctf4"
"5043","ctp"
"5044","CTPsyn"
"5045","Ctr1A"
"5046","Ctr1B"
"5047","ctrip"
"5048","CtsB1"
"5049","Cubn"
"5050","cue"
"5051","cuff"
"5052","Cul1"
"5053","Cul2"
"5054","Cul3"
"5055","Cul4"
"5056","Cul5"
"5057","cutlet"
"5058","cv"
"5059","cv-2"
"5060","cv-c"
"5061","cv-d"
"5062","Cwc25"
"5063","cwo"
"5064","cyc"
"5065","CycA"
"5066","CycB"
"5067","CycB3"
"5068","CycC"
"5069","CycD"
"5070","CycE"
"5071","CycG"
"5072","CycH"
"5073","CycJ"
"5074","CycK"
"5075","CycT"
"5076","CycY"
"5077","CYLD"
"5078","Cyp1"
"5079","Cyp12d1-p"
"5080","Cyp18a1"
"5081","Cyp301a1"
"5082","Cyp303a1"
"5083","Cyp304a1"
"5084","Cyp305a1"
"5085","Cyp309a1"
"5086","Cyp310a1"
"5087","Cyp312a1"
"5088","Cyp313b1"
"5089","Cyp317a1"
"5090","cyp33"
"5091","Cyp49a1"
"5092","Cyp4ae1"
"5093","Cyp4d14"
"5094","Cyp4d2"
"5095","Cyp4e2"
"5096","Cyp4p1"
"5097","Cyp4p2"
"5098","Cyp4p3"
"5099","Cyp6a19"
"5100","Cyp6a20"
"5101","Cyp6a22"
"5102","Cyp6a23"
"5103","Cyp6a8"
"5104","Cyp6d4"
"5105","Cyp6d5"
"5106","Cyp6g1"
"5107","Cyp6u1"
"5108","Cyp6v1"
"5109","Cyp9b1"
"5110","Cyp9f2"
"5111","Cyp9f3Psi"
"5112","cype"
"5113","Cypl"
"5114","cyr"
"5115","Cys"
"5116","Cyt-b5"
"5117","Cyt-c-d"
"5118","Cyt-c-p"
"5119","d"
"5120","D"
"5121","D1"
"5122","D12"
"5123","D19B"
"5124","d4"
"5125","da"
"5126","DAAM"
"5127","Dab"
"5128","dac"
"5129","Dad"
"5130","dah"
"5131","Dak1"
"5132","dalao"
"5133","dally"
"5134","Damm"
"5135","dan"
"5136","danr"
"5137","dao"
"5138","dap"
"5139","Dap160"
"5140","dar1"
"5141","dare"
"5142","Dark"
"5143","daw"
"5144","dbe"
"5145","dbo"
"5146","Dbp21E2"
"5147","Dbp45A"
"5148","Dbp73D"
"5149","Dbp80"
"5150","dbr"
"5151","dco"
"5152","Dcp-1"
"5153","DCP1"
"5154","DCP2"
"5155","Dcr-1"
"5156","Dcr-2"
"5157","Dd"
"5158","Ddc"
"5159","Ddx1"
"5160","Deaf1"
"5161","Debcl"
"5162","Def"
"5163","defl"
"5164","Dek"
"5165","del"
"5166","deltaCOP"
"5167","Den1"
"5168","Der-1"
"5169","Der-2"
"5170","Desat1"
"5171","Desat2"
"5172","Det"
"5173","Df31"
"5174","Dfd"
"5175","Dg"
"5176","Dgkepsilon"
"5177","dgo"
"5178","Dgp-1"
"5179","dgrn"
"5180","dgt1"
"5181","dgt2"
"5182","dgt3"
"5183","dgt4"
"5184","dgt5"
"5185","dgt6"
"5186","Dh31"
"5187","Dh44-R2"
"5188","Dhap-at"
"5189","Dhc16F"
"5190","Dhc64C"
"5191","Dhc98D"
"5192","dhd"
"5193","Dhfr"
"5194","Dhit"
"5195","Dhod"
"5196","DhpD"
"5197","Dhpr"
"5198","dia"
"5199","Diap1"
"5200","Diap2"
"5201","dib"
"5202","Dic1"
"5203","Dic61B"
"5204","didum"
"5205","Dif"
"5206","dik"
"5207","dikar"
"5208","Dim1"
"5209","dimm"
"5210","Dip1"
"5211","DIP1"
"5212","Dip2"
"5213","DIP2"
"5214","Dip3"
"5215","Dip-B"
"5216","Dip-C"
"5217","Dis3"
"5218","disco"
"5219","disco-r"
"5220","disp"
"5221","DJ-1alpha"
"5222","dj-1beta"
"5223","Dl"
"5224","Dlc90F"
"5225","dlg1"
"5226","Dlic"
"5227","Dll"
"5228","dlp"
"5229","DLP"
"5230","dlt"
"5231","dm"
"5232","DMAP1"
"5233","dmGlut"
"5234","Dmn"
"5235","dmpd"
"5236","dmrt11E"
"5237","dmrt99B"
"5238","dmt"
"5239","Dmtn"
"5240","DnaJ-1"
"5241","DnaJ-H"
"5242","DNA-ligI"
"5243","DNApol-alpha180"
"5244","DNApol-alpha50"
"5245","DNApol-alpha60"
"5246","DNApol-alpha73"
"5247","DNApol-delta"
"5248","DNApol-epsilon255"
"5249","DNApol-epsilon58"
"5250","DNApol-eta"
"5251","DNApol-iota"
"5252","DNaseII"
"5253","dnc"
"5254","dnd"
"5255","dnk"
"5256","dnr1"
"5257","dnt"
"5258","Dnz1"
"5259","Doa"
"5260","dob"
"5261","Doc1"
"5262","Doc2"
"5263","Doc3"
"5264","dock"
"5265","dod"
"5266","Dok"
"5267","dom"
"5268","dome"
"5269","dop"
"5270","DopEcR"
"5271","dor"
"5272","DOR"
"5273","dos"
"5274","Dot"
"5275","dp"
"5276","Dp"
"5277","Dp1"
"5278","dpa"
"5279","Dpck"
"5280","Dph5"
"5281","Dpit47"
"5282","dpn"
"5283","dpp"
"5284","DppIII"
"5285","dpr"
"5286","dpr10"
"5287","dpr13"
"5288","dpr14"
"5289","dpr16"
"5290","dpr17"
"5291","dpr19"
"5292","dpr4"
"5293","dpr6"
"5294","dpr7"
"5295","dpr8"
"5296","dpr9"
"5297","Dpt"
"5298","Dpy-30L1"
"5299","Dr"
"5300","Drak"
"5301","Drat"
"5302","drd"
"5303","dre4"
"5304","Dredd"
"5305","Dref"
"5306","Drep-1"
"5307","Drep-2"
"5308","Drep-4"
"5309","Drice"
"5310","drk"
"5311","drl"
"5312","drm"
"5313","Droj2"
"5314","Dronc"
"5315","drongo"
"5316","drosha"
"5317","Drp1"
"5318","drpr"
"5319","ds"
"5320","Dscam1"
"5321","Dscam2"
"5322","Dscam4"
"5323","dsd"
"5324","dsh"
"5325","Dsor1"
"5326","Dsp1"
"5327","dsx"
"5328","Dtg"
"5329","DUBAI"
"5330","Duox"
"5331","dup"
"5332","dUTPase"
"5333","dwg"
"5334","dx"
"5335","dy"
"5336","Dyb"
"5337","dyn-p25"
"5338","Dyrk2"
"5339","Dyrk3"
"5340","Dys"
"5341","Dysb"
"5342","dysc"
"5343","E2f1"
"5344","E2f2"
"5345","E5"
"5346","ea"
"5347","Eaat1"
"5348","Eaf"
"5349","Eaf6"
"5350","eag"
"5351","eap"
"5352","Eap"
"5353","ear"
"5354","eas"
"5355","east"
"5356","Eb1"
"5357","ebd1"
"5358","ebd2"
"5359","ebi"
"5360","ebo"
"5361","E(bx)"
"5362","ec"
"5363","eca"
"5364","ecd"
"5365","eco"
"5366","EcR"
"5367","ECSIT"
"5368","Ect3"
"5369","Ect4"
"5370","ed"
"5371","Edc3"
"5372","Edem1"
"5373","Edem2"
"5374","Edg78E"
"5375","edl"
"5376","EDTP"
"5377","eEF1delta"
"5378","Ef1alpha100E"
"5379","Ef1alpha48D"
"5380","Ef1beta"
"5381","Ef1gamma"
"5382","EF2"
"5383","Efa6"
"5384","eff"
"5385","EF-G2"
"5386","Efhc1.1"
"5387","Efr"
"5388","EfSec"
"5389","EfTuM"
"5390","Egfr"
"5391","egg"
"5392","egh"
"5393","egl"
"5394","Egm"
"5395","egr"
"5396","Ehbp1"
"5397","eIF-1A"
"5398","eIF-2alpha"
"5399","eIF2B-alpha"
"5400","eIF2B-beta"
"5401","eIF2B-delta"
"5402","eIF2B-epsilon"
"5403","eIF-2beta"
"5404","eIF2B-gamma"
"5405","eIF-2gamma"
"5406","eIF-3p40"
"5407","eIF-3p66"
"5408","eIF3-S10"
"5409","eIF3-S8"
"5410","eIF3-S9"
"5411","eIF-4a"
"5412","eIF4AIII"
"5413","eIF-4B"
"5414","eIF-4E"
"5415","eIF4E-3"
"5416","eIF4E-6"
"5417","eIF4G"
"5418","eIF4G2"
"5419","eIF5"
"5420","eIF-5A"
"5421","eIF5B"
"5422","eIF6"
"5423","Eip55E"
"5424","Eip63E"
"5425","Eip71CD"
"5426","Eip75B"
"5427","Eip93F"
"5428","elav"
"5429","elB"
"5430","Elba2"
"5431","Elba3"
"5432","Elf"
"5433","elfless"
"5434","elg1"
"5435","elgi"
"5436","Elk"
"5437","elm"
"5438","EloA"
"5439","EloB"
"5440","EloC"
"5441","Elp1"
"5442","Elp2"
"5443","Elp3"
"5444","ema"
"5445","emb"
"5446","emc"
"5447","emp"
"5448","ems"
"5449","en"
"5450","ena"
"5451","enc"
"5452","EndoA"
"5453","EndoB"
"5454","EndoG"
"5455","EndoGI"
"5456","endos"
"5457","Eno"
"5458","enok"
"5459","ens"
"5460","Ent1"
"5461","Ent2"
"5462","Ent3"
"5463","Eogt"
"5464","E(Pc)"
"5465","Eph"
"5466","Ephrin"
"5467","Eps-15"
"5468","epsilonCOP"
"5469","e(r)"
"5470","Ercc1"
"5471","eRF1"
"5472","ergic53"
"5473","Erk7"
"5474","erm"
"5475","Ero1L"
"5476","ERp60"
"5477","ERR"
"5478","Es2"
"5479","esc"
"5480","escl"
"5481","esg"
"5482","Esp"
"5483","E(spl)m2-BFM"
"5484","E(spl)m3-HLH"
"5485","E(spl)m4-BFM"
"5486","E(spl)m5-HLH"
"5487","E(spl)m6-BFM"
"5488","E(spl)m7-HLH"
"5489","E(spl)m8-HLH"
"5490","E(spl)malpha-BFM"
"5491","E(spl)mbeta-HLH"
"5492","E(spl)mdelta-HLH"
"5493","E(spl)mgamma-HLH"
"5494","Esyt2"
"5495","Etf-QO"
"5496","ETH"
"5497","Etl1"
"5498","Ets21C"
"5499","Ets97D"
"5500","E(var)3-9"
"5501","eve"
"5502","Evi5"
"5503","ewg"
"5504","ex"
"5505","exd"
"5506","exex"
"5507","Exo70"
"5508","Exo84"
"5509","Ext2"
"5510","exu"
"5511","ey"
"5512","e(y)1"
"5513","e(y)2"
"5514","e(y)2b"
"5515","e(y)3"
"5516","eya"
"5517","eys"
"5518","E(z)"
"5519","f"
"5520","fa2h"
"5521","fabp"
"5522","Fadd"
"5523","faf"
"5524","Faf"
"5525","Fak"
"5526","fal"
"5527","fan"
"5528","Fancd2"
"5529","FANCI"
"5530","Fancl"
"5531","fand"
"5532","fas"
"5533","Fas1"
"5534","Fas2"
"5535","Fas3"
"5536","fat-spondin"
"5537","fax"
"5538","fbl"
"5539","Fbl6"
"5540","fbp"
"5541","Fbp2"
"5542","Fbw5"
"5543","Fbxl4"
"5544","FBXO11"
"5545","Fcp1"
"5546","Fcp3C"
"5547","f-cup"
"5548","fd102C"
"5549","fd64A"
"5550","fd68A"
"5551","fd96Cb"
"5552","Fdh"
"5553","fdl"
"5554","Fdxh"
"5555","fdy"
"5556","FeCH"
"5557","Fem-1"
"5558","Fen1"
"5559","fend"
"5560","feo"
"5561","FER"
"5562","Fer1"
"5563","Fer1HCH"
"5564","Fer2LCH"
"5565","Fer3HCH"
"5566","Fgop2"
"5567","fh"
"5568","Fhos"
"5569","Fib"
"5570","Fibp"
"5571","Fic"
"5572","fidipidine"
"5573","Fili"
"5574","Fim"
"5575","Fip1"
"5576","Fis1"
"5577","Fit1"
"5578","Fit2"
"5579","fj"
"5580","FK506-bp1"
"5581","FK506-bp2"
"5582","Fkbp14"
"5583","FKBP59"
"5584","fkh"
"5585","fl(2)d"
"5586","FLASH"
"5587","flfl"
"5588","fliI"
"5589","Flo1"
"5590","Flo2"
"5591","flr"
"5592","flw"
"5593","Fmo-2"
"5594","Fmr1"
"5595","fne"
"5596","Fnta"
"5597","fog"
"5598","foi"
"5599","fok"
"5600","for"
"5601","form3"
"5602","foxo"
"5603","FoxP"
"5604","Fpps"
"5605","fra"
"5606","FRG1"
"5607","frj"
"5608","frma"
"5609","Frq1"
"5610","Frq2"
"5611","frtz"
"5612","fru"
"5613","fry"
"5614","Fs"
"5615","fs(1)h"
"5616","fs(1)K10"
"5617","fs(1)M3"
"5618","fs(1)Ya"
"5619","Fs(2)Ket"
"5620","fs(2)ltoPP43"
"5621","fsd"
"5622","Fsn"
"5623","Fst"
"5624","ft"
"5625","ftz"
"5626","ftz-f1"
"5627","fu"
"5628","fu12"
"5629","fu2"
"5630","FucT6"
"5631","FucTA"
"5632","FucTB"
"5633","FucTC"
"5634","Fur1"
"5635","Fur2"
"5636","fus"
"5637","fuss"
"5638","futsch"
"5639","fw"
"5640","fwd"
"5641","fwe"
"5642","fws"
"5643","fy"
"5644","fz"
"5645","fz2"
"5646","fz3"
"5647","fz4"
"5648","fzr2"
"5649","fzy"
"5650","g"
"5651","G6P"
"5652","G9a"
"5653","GAA1"
"5654","GABA-B-R2"
"5655","GABPI"
"5656","Gad1"
"5657","Gadd34"
"5658","Gal"
"5659","Gale"
"5660","galectin"
"5661","Galk"
"5662","GalNAc-T1"
"5663","GalNAc-T2"
"5664","Galphai"
"5665","Galphao"
"5666","Galphaq"
"5667","Galphas"
"5668","Galt"
"5669","gammaCOP"
"5670","gammaSnap1"
"5671","gammaSnap2"
"5672","gammaTub23C"
"5673","gammaTub37C"
"5674","GAPcenA"
"5675","Gapdh1"
"5676","Gapdh2"
